Количество комнат,Площадь (м²),Адрес,Цена ($),Цена (сом)
2,67,"Бишкек, Горького - Панфилова, Кулатова, 60",41 000,3 557 980
7,480,"Бишкек, Кок-Жар ж/м, Куйручук/Тон, 7",275 000,23 864 500
2,45,с. Прохладное,135 000,11 715 300
6,120,"Бишкек, с. Верхний Орок",115 000,9 979 700
5,150,"Бишкек, Киргизия-2 м-н",255 000,22 128 900
6,180,"Бишкек, с. Чон-Арык, кожобергенова, 67",265 000,22 996 700
5,150,"Бишкек, Кок-Жар ж/м, кулмурзаева, 73",185 000,16 054 300
3,80,"Бишкек, Кожзавод",72 000,6 248 160
7,363,с. Беш-Кунгей,220 000,19 091 600
2,70,с. Заречное,122 000,10 587 160
5,132,"Бишкек, Старый толчок, витебская",98 000,8 504 440
7,280,"Бишкек, с. Селекционное, Селекционная",96 000,8 330 880
7,365,с. Беш-Кунгей,570 000,49 464 600
7,219,"Бишкек, Восточный автовокзал, по улице Осмонкула, пересекает улица Куренкеева",400 000,34 712 000
7,167,"Бишкек, с. Новопавловка",150 000,13 017 000
7,300,"Бишкек, Арча-Бешик ж/м, Жазыйра",380 000,32 976 400
5,90,"Бишкек, Калыс-Ордо ж/м, 107, 54",83 000,7 202 740
6,120,"Бишкек, Махатма Ганди - БЧК, Учкурганская",170 000,14 752 600
5,50,"Бишкек, Чуй - Алматинка, 23",500 000,43 390 000
7,88,"Бишкек, с. Маевка, ул. 8 марта 11, 11",72 000,6 248 160
5,130,"с. Ак-Джол, 1",195 000,16 922 100
7,251,"Бишкек, Азия Молл, 7-ая линия",570 000,49 464 600
6,135,"Бишкек, Гагарина, Драгобыческий 19 а, 19",200 000,17 356 000
7,230,"Бишкек, Арча-Бешик ж/м",262 000,22 736 360
3,70,"Бишкек, Ак-Ордо 3 ж/м",55 000,4 772 900
7,250,"с. Новопокровка, Пушкина, 52",330 000,28 637 400
7,320,"Бишкек, с. Верхний Орок, Верхний-орок, Раманкула, 32",148 000,12 843 440
6,100,"Бишкек, БГУ",300 000,26 034 000
6,180,"Бишкек, Дордой 2 ж/м, 3 улица, 27",87 000,7 549 860
3,50,"Бишкек, Рабочий Городок",170 000,14 752 600
7,130,"с. Новопокровка, 314",180 000,15 620 400
7,450,"Бишкек, Арча-Бешик ж/м, Баба ата, 73",375 000,32 542 500
7,420,"Бишкек, Ак-Ордо ж/м, Айкол, 255",210 000,18 223 800
3,65,"Бишкек, Махатма Ганди - БЧК, Прежевальского",130 000,11 281 400
3,63,"Бишкек, Пишпек ж/м, Гагарина, 225",125 000,10 847 500
6,232,с. Байтик,170 000,14 752 600
7,180,"Бишкек, Азия Молл, 7 линия, 7",264 000,22 909 920
7,107,с. Гроздь,86 425,7 500 000
3,67,"с. Гроздь, ул Мелиораторов, 10",51 855,4 500 000
6,116,"Бишкек, Кок-Жар ж/м",188 000,16 314 640
7,230,"Бишкек, Арча-Бешик ж/м, Алты Тутун",280 000,24 298 400
7,145,"Бишкек, Кок-Жар ж/м, конорчок",180 000,15 620 400
7,155,"Бишкек, Политех",280 000,24 298 400
5,100,"Бишкек, с. Аламудун, Иваницына, 15",85 000,7 376 300
7,160,с. Романовка,96 000,8 330 880
3,45,"Бишкек, Ак-Орго ж/м, Лущихина",76 500,6 638 670
6,210,с. Байтик,193 000,16 748 540
7,250,"Бишкек, Ак-Орго ж/м",169 000,14 665 820
7,604,"Бишкек, с. Кок-Джар",650 000,56 407 000
6,71,"Бишкек, Мурас-Ордо ж/м",45 000,3 905 100
6,100,"Бишкек, с. Достук",56 000,4 859 680
6,145,"Бишкек, ж/м Ала-Арча 2",240 000,20 827 200
6,150,"Бишкек, с. Кок-Джар",187 000,16 227 860
6,110,"Бишкек, с. Кок-Джар, Конур осмон, 5",275 000,23 864 500
5,80,с. Ленинское,160 000,13 884 800
3,104,"с. Байтик, с.Байтик",100 000,8 678 000
7,389,"Бишкек, Арча-Бешик ж/м",510 000,44 257 800
7,450,"Бишкек, Арча-Бешик ж/м",470 000,40 786 600
7,542,"Бишкек, Пишпек ж/м",360 000,31 240 800
7,400,с. им. Фрунзе,139 000,12 062 420
3,55,"с. Кара-Ой, ЦО Радуга",81 000,7 029 180
7,250,"Бишкек, Ынтымак ж/м",319 999,27 769 513
5,100,"Бишкек, с. Аламудун",140 000,12 149 200
7,284,"Бишкек, с. Новопавловка, 84",220 000,19 091 600
7,275,"Бишкек, КНУ, Коенкозова",550 000,47 729 000
5,120,"Бишкек, Учкун ж/м, 23",149 000,12 930 220
3,100,"Бишкек, Ак-Орго ж/м, Барпы Алыкулова",220 000,19 091 600
5,94,"Бишкек, Ак-Ордо ж/м",89 000,7 723 420
7,400,"Бишкек, Кара Дарыя, Белорусская",395 000,34 278 100
5,75,"с. Кутургу, 147",100 000,8 678 000
3,150,"Бишкек, Арча-Бешик ж/м",230 000,19 959 400
5,75,"Бишкек, Физкультурный, Жукеева-Пудовкина",85 000,7 376 300
7,372,с. Байтик,855 600,74 248 968
7,230,"Бишкек, Арча-Бешик ж/м, Арча Бешик",370 000,32 108 600
7,190,"Бишкек, Арча-Бешик ж/м",157 000,13 624 460
6,270,"Бишкек, 4 м-н",310 000,26 901 800
6,500,"Бишкек, Матросова",760 000,65 952 800
7,270,"с. Беш-Кунгей, Беш кунгой",238 000,20 653 640
7,127,Беловодское,84 000,7 289 520
6,120,"Бишкек, Рухий Мурас ж/м",165 000,14 318 700
7,210,"Бишкек, Оскон-Ордо ж/м",85 000,7 376 300
5,168,"Бишкек, Ак-Ордо ж/м",146 000,12 669 880
7,210,"Бишкек, Ала-Тоо м-н, Терек-Сай, 58",120 000,10 413 600
6,160,"Бишкек, ЖД вокзал",155 000,13 450 900
7,150,"Бишкек, Ак-Босого ж/м",87 000,7 549 860
7,499,с. Байтик,1 147 700,99 597 406
6,155,"Бишкек, Оскон-Ордо ж/м, 9",69 500,6 031 210
6,250,"с. Байтик, село Байтик",198 000,17 182 440
3,76,"Орловка, М Горького",48 000,4 165 440
7,250,"Бишкек, Кок-Жар ж/м, Тон, 38",195 000,16 922 100
5,120,"Бишкек, Лебединовка",156 000,13 537 680
5,74,"Бишкек, с. Новопавловка, лавровых",60 000,5 206 800
5,65,"Бишкек, Гоин",194 000,16 835 320
5,80,с. Новопокровка,57 000,4 946 460
6,84,"Бишкек, Лебединовка, проспект Победы, 24",280 000,24 298 400
3,45,"Бишкек, Матросова, Суванбердиева, 90",110 000,9 545 800
6,140,"Бишкек, Арча-Бешик ж/м, 17, 72",150 000,13 017 000
3,156,"Бишкек, Рухий Мурас ж/м",122 000,10 587 160
3,125,с. Чок-Тал,240 000,20 827 200
3,80,с. Луговое,75 000,6 508 500
7,480,"Бишкек, Ак-Ордо 3 ж/м, Ак ордо 3 Ак-кеме 64",155 000,13 450 900
5,72,"Бишкек, с. Кок-Джар, 104",180 000,15 620 400
5,100,с. Кара Джыгач,152 000,13 190 560
6,200,с. Кой-Таш,175 000,15 186 500
5,74,"Бишкек, Нижний Токольдош",98 000,8 504 440
5,69,"Бишкек, Боталиева - Тулебердиева, боталиева, 198",88 500,7 680 030
5,95,"Бишкек, Ак-Ордо ж/м",169 500,14 709 210
2,50,"Бишкек, Восток-5 м-н",76 500,6 638 670
5,100,"Бишкек, Ак-Ордо ж/м",107 000,9 285 460
7,280,"Бишкек, Кок-Жар ж/м",247 000,21 434 660
7,200,"Бишкек, Алтын-Ордо ж/м",260 000,22 562 800
7,280,"Бишкек, Полицейский городок м-н",230 000,19 959 400
3,120,с. Беш-Кунгей,310 000,26 901 800
5,130,"Бишкек, Восточный автовокзал",155 000,13 450 900
7,265,"Бишкек, Ынтымак ж/м",380 000,32 976 400
7,99,"Бишкек, Чуй - Алматинка, 172",130 000,11 281 400
7,450,"Бишкек, Карла Маркса",650 000,56 407 000
7,450,"Бишкек, Карла Маркса",490 000,42 522 200
7,260,"Бишкек, Арча-Бешик ж/м",260 000,22 562 800
5,160,"Бишкек, Арча-Бешик ж/м",350 000,30 373 000
6,220,"Бишкек, Ынтымак ж/м",340 000,29 505 200
5,166,"Бишкек, Айкол",170 000,14 752 600
7,189,"Бишкек, Ак-Ордо ж/м",162 000,14 058 360
5,52,"Бишкек, Старый толчок",40 332,3 500 000
5,220,"Бишкек, Киргизия 1 ж/м, Самойленко, 70",460 000,39 918 800
5,78,"с. Ленинское, 102",110 000,9 545 800
5,84,"Бишкек, Арча-Бешик ж/м",105 000,9 111 900
7,374,"Бишкек, Западный автовокзал, Ала-арчинская",445 000,38 617 100
3,120,"Бишкек, Киргизия 1 ж/м, Кожомкулова, 51",185 000,16 054 300
3,57,"Бишкек, Кара Дарыя, Шукурова",230 000,19 959 400
6,187,с. Булан-Соготту,275 000,23 864 500
2,79,с. Каджи-Сай,69 000,5 987 820
7,300,"Бишкек, с. Кок-Джар",435 000,37 749 300
3,50,"Бишкек, Арча-Бешик ж/м",90 000,7 810 200
5,100,"Бишкек, Арча-Бешик ж/м",250 000,21 695 000
7,117,"Бишкек, с. Селекционное",200 000,17 356 000
5,220,"Бишкек, Арча-Бешик ж/м",280 000,24 298 400
3,97,"Бишкек, Пишпек ж/м, тойгонбаева, 48",105 000,9 111 900
7,265,"Бишкек, Кок-Жар ж/м",290 000,25 166 200
6,154,"Бишкек, ж/м Ала-Арча 2",185 000,16 054 300
7,294,"Бишкек, Гагарина, Купянская",230 000,19 959 400
7,225,"Бишкек, Ак-Орго ж/м",225 000,19 525 500
6,275,"Бишкек, с. Орто-Сай",370 000,32 108 600
5,140,"Бишкек, с. Новопавловка, Мира",145 000,12 583 100
5,230,"Бишкек, Кок-Жар ж/м, Молдокулова",140 000,12 149 200
2,45,"Бишкек, Тунгуч 44, Манас, 70",115 000,9 979 700
3,53,"Бишкек, Лебединовка, Ивана Мичурина",88 000,7 636 640
7,320.43,"с. Беш-Кунгей, Суракматова",520 000,45 125 600
6,235,"Бишкек, с. Кок-Джар, Куюкова",196 000,17 008 880
5,311,"Бишкек, Ала-Арча ж/м, Цветочная",720 000,62 481 600
6,420,"Бишкек, Ала-Арча ж/м, 17",1 200 000,104 136 000
5,300,"Бишкек, Ала-Арча ж/м, балыкумара, 14",800 000,69 424 000
6,360,"Бишкек, Магистраль",600 000,52 068 000
7,241,село Ленинское,220 000,19 091 600
5,127,"Бишкек, Кызыл-Аскер ж/м",75 000,6 508 500
7,1120,с. Комсомольское,275 000,23 864 500
5,64,с. Кой-Таш,145 000,12 583 100
7,430,"Бишкек, Арча-Бешик ж/м",468 000,40 613 040
6,131,"Бишкек, Аламединский рынок",350 000,30 373 000
7,180,"Бишкек, Арча-Бешик ж/м",283 000,24 558 740
5,200,с. Кой-Таш,240 000,20 827 200
3,84,с. Кара-Ой,97 500,8 461 050
6,110,"Бишкек, с. Новопавловка",115 000,9 979 700
3,75,"Бишкек, с. Маевка",75 000,6 508 500
3,76,"с. Бостери, Diamond Resort",78 000,6 768 840
5,168,"Бишкек, Оскон-Ордо ж/м",77 000,6 682 060
7,205,"Бишкек, Ак-Ордо ж/м, Байтумар, 57 а",152 000,13 190 560
5,110,"Бишкек, Ак-Ордо 3 ж/м, АК кула",65 000,5 640 700
6,130,"Бишкек, с. Новопавловка, Маматемин Ата, 11",120 000,10 413 600
5,71,"Бишкек, Кара Дарыя, Койташский переулок, 56",200 000,17 356 000
7,144,"Кемин, Восточная, 36",70 000,6 074 600
7,260,"Бишкек, Колмо ж/м, 81",300 000,26 034 000
7,360,"Бишкек, Алматинка - Магистраль, Саякбая Каралаева",350 000,30 373 000
7,352,"Бишкек, Орозбекова - Жибек-Жолу, Ж.Жолу, 5",400 000,34 712 000
5,224,"Бишкек, Лебединовка, Кольбаева",165 000,14 318 700
7,350,с. Байтик,805 000,69 857 900
6,200,"Бишкек, Мед. академия, Джантошова",480 000,41 654 400
6,49,"с. Таш-Добо, Максима Горького",120 000,10 413 600
6,200,"Бишкек, Ак-Ордо ж/м, Каркыра",185 000,16 054 300
3,100,"Бишкек, с. Маевка, Набережная",51 000,4 425 780
7,350,"Бишкек, Магистраль",750 000,65 085 000
7,249,"Бишкек, Арча-Бешик ж/м, Чон-Арык",590 000,51 200 200
5,87,"с. Таш-Добо, Кыдыралиева, 63",155 000,13 450 900
7,174,"Бишкек, с. Чон-Арык, Кожобергенова",215 000,18 657 700
6,140,с. Ленинское,155 000,13 450 900
5,100,"Бишкек, Арча-Бешик ж/м, Куйукова",248 000,21 521 440
5,222,"Бишкек, с. Кок-Джар",305 000,26 467 900
2,50,"с. Дачное, 40 лет Победы",55 000,4 772 900
3,100,"Бишкек, Арча-Бешик ж/м, 17-я",145 000,12 583 100
7,140,"Бишкек, Арча-Бешик ж/м, 17-я",150 000,13 017 000
3,125,"Бишкек, с. Новопавловка, Ала-Арчинская",78 000,6 768 840
6,150,"Бишкек, с. Садовое, ГЭС-3",90 000,7 810 200
6,115,"Бишкек, Боталиева - Тулебердиева",155 000,13 450 900
3,45,с. Ак-Джол,62 000,5 380 360
3,35,с. Ак-Джол,105 000,9 111 900
6,140,"Бишкек, Арча-Бешик ж/м",295 000,25 600 100
6,100,"Бишкек, с. Орто-Сай, балык кумар",255 000,22 128 900
7,250,"Бишкек, с. Орто-Сай, иманалиева",410 000,35 579 800
6,235,"Бишкек, Арча-Бешик ж/м",315 000,27 335 700
6,100,"Бишкек, Московская - Белинка, Керимбекова",239 999,20 827 113
7,183,"Бишкек, Горького - Панфилова",280 000,24 298 400
5,110,"Бишкек, Ак-Ордо ж/м",105 000,9 111 900
6,125,"Бишкек, Ак-Орго ж/м",90 000,7 810 200
5,90,"Бишкек, Политех, Сухомлинова, 34",220 000,19 091 600
7,790,"Бишкек, Киргизия 1 ж/м",870 000,75 498 600
3,74,"Бишкек, Ала-Тоо 3 ж-м",135 000,11 715 300
7,360,"Бишкек, Карла Маркса",520 000,45 125 600
6,300,"Бишкек, 4 м-н",950 000,82 441 000
5,120,"Ат-Баши, Мухтар омуракунов",250 000,21 695 000
7,140,"Бишкек, Красный Строитель ж/м, Зеравшанский переулок, 20",85 000,7 376 300
7,240,"Бишкек, с.Байтик, городок Хикмет",110 000,9 545 800
3,55,"Кара-Балта, комсомольская, 17",40 000,3 471 200
5,170,с. Кашка-Суу,350 000,30 373 000
3,60,"Бишкек, Орозбекова - Жибек-Жолу, Жибек-Жолу, 441",160 000,13 884 800
5,150,"Бишкек, Арча-Бешик ж/м",250 000,21 695 000
5,115,с. Беш-Кунгей,184 000,15 967 520
7,150,"с. Шалта (Гавриловский аильный округ), Боромбай",53 000,4 599 340
6,220,с. Беш-Кунгей,250 000,21 695 000
6,154,"Бишкек, Гагарина, Купянская, 32/2",240 000,20 827 200
7,170,"Бишкек, Ак-Ордо ж/м, Семиз-Бел, 20",140 000,12 149 200
7,200,"Бишкек, Арча-Бешик ж/м, Куюкова",335 000,29 071 300
2,35,"Бишкек, Кара-Жыгач ж/м, Тенир-Тоо, 28a",70 000,6 074 600
7,250,"Бишкек, ж/м Биримдик Кут, 179",100 000,8 678 000
5,270,"Бишкек, Ден Сяопина - Фучика, Азовская",250 000,21 695 000
7,203,"Бишкек, Ак-Орго ж/м, Алтын Казык",250 000,21 695 000
6,297,"Бишкек, с. Кок-Джар, Кийизбаева",160 000,13 884 800
6,180,"Бишкек, Учкун ж/м, Учкун 8-я",210 000,18 223 800
7,450,"Бишкек, с. Кок-Джар, Конур Осмон",630 000,54 671 400
6,80,"Бишкек, ТЭЦ, Хивинская",470 000,40 786 600
7,401.4,"Бишкек, КНУ, Интернациональный пер.",400 000,34 712 000
3,71.4,"Бишкек, Ала-Тоо м-н, Кара-Шоро",150 000,13 017 000
3,80,"Бишкек, СК. Тоо-Жели, Таштар-Ата",150 000,13 017 000
5,140,"Бишкек, с. Кок-Джар, Куланова",215 000,18 657 700
7,191,"Бишкек, Ак-Ордо ж/м",145 000,12 583 100
7,250,"Бишкек, Арча-Бешик ж/м",320 000,27 769 600
7,463,"Бишкек, Алматинка - Магистраль, аруун",230 000,19 959 400
7,220,"Бишкек, Ак-Ордо 3 ж/м",95 000,8 244 100
6,320,"Бишкек, Баха",470 000,40 786 600
7,252,"Бишкек, Махатма Ганди - БЧК",230 000,19 959 400
7,104.35,"Бишкек, Ак-Босого ж/м",111 000,9 632 580
5,236,"Бишкек, Арча-Бешик ж/м",240 000,20 827 200
7,315,"с. Бостери, Кожомбердиева",148 000,12 843 440
7,390,"Бишкек, Кара Дарыя",350 000,30 373 000
5,120,"Бишкек, Учкун ж/м, Уч тулга, 39",145 000,12 583 100
1,40,"Бишкек, Лебединовка, жил массив Айкол, кошой 14",48 000,4 165 440
8,240,"Бишкек, Таатан, целиноградская, 50",108 000,9 372 240
5,70,"Бишкек, Киргизия 1 ж/м, 54",250 000,21 695 000
7,250,"Бишкек, с. Аламудун, Алма-Атинская, 62",270 000,23 430 600
7,100,"с. Таш-Добо, Горького",99 000,8 591 220
7,370,"Бишкек, Кара Дарыя, Пер. Чатыркульский, 8",420 000,36 447 600
7,200,"Бишкек, Арча-Бешик ж/м",335 000,29 071 300
2,137,"Бишкек, Балбан-Таймаш ж/м",94 000,8 157 320
6,150,"Бишкек, Кок-Жар ж/м",185 000,16 054 300
6,170,"Бишкек, Матросова, Ахунбаева",340 000,29 505 200
6,220,"Бишкек, Арча-Бешик ж/м",275 000,23 864 500
6,195,"Бишкек, Матросова",320 000,27 769 600
3,83,"Бишкек, Советская - БЧК, суусвмырский переулок",107 000,9 285 460
5,100,"Бишкек, с. Кок-Джар",305 000,26 467 900
5,200,"Бишкек, с. Селекционное",155 000,13 450 900
5,66.6,"Бишкек, Туберкулезная больница, Новосельская",106 000,9 198 680
5,117.36,"Бишкек, Ак-Босого ж/м, Берекет",100 000,8 678 000
6,127,"Бишкек, КНУ, Ташкентская",320 000,27 769 600
5,121,"с. Ленинское, Комунарская, 131",96 000,8 330 880
2,38.2,"Бишкек, Кара Дарыя",140 000,12 149 200
5,100,"Бишкек, Старый толчок, Витебская/Т. Молдо",117 000,10 153 260
6,70,"Бишкек, Западный автовокзал, жибек жолу",77 000,6 682 060
7,174,"Бишкек, Джальская больница, острровского, 119",300 000,26 034 000
7,260,с. Беш-Кунгей,169 000,14 665 820
6,150,"Бишкек, с. Новопавловка",205 000,17 789 900
5,101,"Бишкек, ТЭЦ, Разина, Воронежская 42",140 000,12 149 200
6,90,"Бишкек, СК. Тоо-Жели, Малиновая, 6",155 000,13 450 900
7,90,"Бишкек, Касым ж/м, Ул. Профсоюзная, 120",230 000,19 959 400
5,100,"с. Кашка-Суу, Гидротехник",200 000,17 356 000
7,220,"Бишкек, ж/м Биримдик Кут",155 000,13 450 900
7,250,"Бишкек, Ала-Тоо м-н",135 000,11 715 300
5,80,"Бишкек, Горького - Панфилова, Панфилова",180 000,15 620 400
6,220,"с. Байтик, Центральная",130 000,11 281 400
7,250,"Бишкек, Ак-Орго ж/м, Омур",202 000,17 529 560
5,95,с. Кой-Таш,115 000,9 979 700
5,130,"Бишкек, Гагарина, Драгобыческий переулок, 19а",210 000,18 223 800
6,200,"Бишкек, Горького - Панфилова",300 000,26 034 000
5,118,с. Таш-Мойнок,145 000,12 583 100
5,270,"Бишкек, 4 м-н, Каралаева, 32",285 000,24 732 300
5,90,"Кара-Балта, ленина, 55",120 000,10 413 600
5,104,"Бишкек, Тенир-Тоо м-н, Эркеев Марс",170 000,14 752 600
7,280,"Бишкек, Арча-Бешик ж/м, Чортекова",270 000,23 430 600
5,150,"Бишкек, Арча-Бешик ж/м",161 500,14 014 970
7,380,"Бишкек, Тоголок-Молдо - БЧК",395 000,34 278 100
5,150,"Бишкек, Кок-Жар ж/м, Кулмурзева",185 000,16 054 300
7,240,"Бишкек, Ак-Орго ж/м",250 000,21 695 000
5,150,"Бишкек, Арча-Бешик ж/м, Садыбакасова",191 000,16 574 980
6,288,"Бишкек, Ак-Орго ж/м",238 000,20 653 640
7,280,"Бишкек, Ак-Орго ж/м",218 000,18 918 040
6,200,"Бишкек, с. Кок-Джар, куюкова",220 000,19 091 600
7,280,"с. Беш-Кунгей, Айдарбеков Токон",600 000,52 068 000
5,290,"Бишкек, Арча-Бешик ж/м, Кара-Коо",348 000,30 199 440
5,250,"Бишкек, Арча-Бешик ж/м, Кара-Коо",200 000,17 356 000
6,200,"Бишкек, Киргизия 1 ж/м",490 000,42 522 200
7,258.82,"Бишкек, с. Кок-Джар, Мадиева",320 000,27 769 600
6,240,"Бишкек, Токольдош ж/м, Льва Толстого, 24/1",320 000,27 769 600
7,380,"Бишкек, с. Кок-Джар, Тулеева",480 000,41 654 400
5,123,"с. Заречное, Ала-Арчинская",130 000,11 281 400
7,170,"Бишкек, с. Новопавловка, Мира",145 000,12 583 100
3,75,"Бишкек, с. Кок-Джар, Тулеева",277 000,24 038 060
3,70,с. Маловодное (Сокулукский р-н),45 000,3 905 100
5,67.5,"Бишкек, Советская - Щербакова",69 000,5 987 820
7,526,"Бишкек, Матросова",570 000,49 464 600
7,450,с. Таш-Мойнок,1 500 000,130 170 000
7,160,"Бишкек, Кара-Жыгач ж/м, Достоевского, 17",128 000,11 107 840
2,50,"Бишкек, с. Новопавловка",48 000,4 165 440
7,100,"Бишкек, Ден Сяопина - Фучика",135 000,11 715 300
5,150,"Бишкек, с. Орто-Сай",210 000,18 223 800
5,220,"Бишкек, Горького - Панфилова",280 000,24 298 400
3,50,"с. Комсомольское, Тупиковая",65 000,5 640 700
5,180,"Бишкек, Токольдош ж/м, Армейская",58 000,5 033 240
5,140,"Бишкек, Ак-Орго ж/м",140 000,12 149 200
3,85,"Бишкек, Аска-Таш ж/м",120 000,10 413 600
7,300,"Бишкек, Горького - Панфилова, шоорукова, 19а",260 000,22 562 800
6,70,"Бишкек, Красный Строитель ж/м, Набережная, 43",65 000,5 640 700
7,165,"Бишкек, Кок-Жар ж/м",185 000,16 054 300
3,52.36,"Кемин, ул.К.Кожомкулова, 47",30 000,2 603 400
3,75,"с. Военно-Антоновка, 103",180 000,15 620 400
7,250,"Бишкек, Рабочий Городок",270 000,23 430 600
6,100,"с. Военно-Антоновка, Комсомольский, 45",55 000,4 772 900
6,204,"с. Новопокровка, Советская, 185",180 000,15 620 400
5,70,"Бишкек, Аламединский рынок, Мусы джалиля, 251",240 000,20 827 200
2,60,"Бишкек, Ден Сяопина - Фучика",87 000,7 549 860
5,250,"Бишкек, Пишпек ж/м",280 000,24 298 400
3,112,"Бишкек, Баха, ул Копуро-базар",280 000,24 298 400
5,80,"Бишкек, Манаса-Кудрука, Кудрука, 47/2",100 000,8 678 000
6,42.3,"Бишкек, Лебединовка, 55",200 000,17 338 000
3,145,"Бишкек, Арча-Бешик ж/м, Абдрахманова 1, 61а",235 000,20 393 300
3,90,"с. Киргшёлк, ул Верхняя",53 000,4 599 340
7,150,"Бишкек, Учкун ж/м, Ауэзова",135 900,11 793 402
7,230,"Бишкек, Арча-Бешик ж/м",280 000,24 298 400
7,220,"Бишкек, Арча-Бешик ж/м",270 000,23 430 600
7,420,"Бишкек, Гоин",1 500 000,130 170 000
5,220,"Бишкек, Арча-Бешик ж/м",330 000,28 637 400
5,60,"Бишкек, Курганская, 42а",115 000,9 979 700
5,110,Сокулук,200 000,17 356 000
7,156,"Бишкек, ж/м Биримдик Кут",145 000,12 583 100
7,220,"Бишкек, Горького - Панфилова, ул. Абая",390 000,33 844 200
6,157,"Бишкек, Ала-Тоо м-н, 64",200 000,17 356 000
7,550,"Бишкек, Ала-Арча ж/м",1 300 000,112 814 000
2,46,"Бишкек, Учкун ж/м",155 000,13 450 900
7,240,"Бишкек, Арча-Бешик ж/м, Ахунбаева",320 000,27 769 600
7,240,"Бишкек, Кок-Жар ж/м",350 000,30 373 000
7,300,"Бишкек, Алтын-Ордо ж/м, 6-улица",420 000,36 447 600
5,72.9,"Бишкек, Тоголок-Молдо - БЧК, Исанова",135 000,11 715 300
7,265,"Бишкек, Ынтымак ж/м",380 000,32 976 400
7,230,"Бишкек, Карла Маркса",465 000,40 352 700
5,90,"Бишкек, Гагарина, Купянская, 35",89 000,7 723 420
6,200,"Бишкек, Ак-Ордо ж/м",159 000,13 798 020
7,150,"Бишкек, 69-га",95 000,8 244 100
5,120,"Бишкек, Арча-Бешик ж/м",170 000,14 752 600
7,277.56,"с. Беш-Кунгей, Масадык",310 000,26 901 800
7,504,"Бишкек, Арча-Бешик ж/м, Иманкулова",1 200 000,104 136 000
6,100,"Бишкек, Арча-Бешик ж/м",180 000,15 620 400
5,51.9,"Бишкек, Гагарина, Мозырский пер.",130 000,11 281 400
5,104.1,"Бишкек, Баха, Валдайская",100 000,8 678 000
7,248,"Чолпон-Ата, Айтматова",850 000,73 763 000
7,103.4,"Бишкек, Учкун-2 ж/м, Мадиева",190 000,16 488 200
7,261,"Бишкек, с. Кок-Джар, Ачекей",303 000,26 294 340
5,36,"Бишкек, Кызыл-Аскер ж/м, Джамгырчинова, 87а",40 000,3 471 200
7,300,с. Кутургу,400 000,34 712 000
7,300,"Бишкек, Кок-Жар ж/м, Куйручук 89, 89",195 000,16 922 100
7,260,"с. Таш-Мойнок, Мечуренц, 41/1",215 000,18 657 700
3,81,с. Сары-Ой,240 000,20 827 200
7,700,"Бишкек, Ден Сяопина - Фучика, Жибек жолу, 484",300 000,26 034 000
5,120,"Бишкек, Карагачевая роща",75 000,6 508 500
7,120,"с. Новониколаевка, Кирова, 56",70 000,6 074 600
5,220,"Бишкек, Ак-Ордо ж/м, Тенир тоо, 334",175 000,15 186 500
3,83,"Бишкек, Советская - БЧК, Суусамырский пер.",107 000,9 285 460
7,400,"с. Новопокровка, Ленина",405 000,35 145 900
7,750,"Бишкек, Магистраль, Токтоналиева",1 550 000,134 509 000
7,427,"Бишкек, ж/м Биримдик Кут, ​Биримдик Кут 6-я",110 000,9 545 800
3,120,"Бишкек, Учкун ж/м, Шабдан Баатыра пр-т",100 000,8 678 000
3,140,"с. Арашан, Молдобек уулу Асанбека",340 000,29 505 200
7,230,"Бишкек, Кок-Жар ж/м, Жени-Жок",255 000,22 128 900
6,49.98,"с. Таш-Добо, Горького",120 000,10 413 600
6,110,"Бишкек, Бакай-Ата ж/м, Нооруз",75 000,6 508 500
6,150,"Бишкек, Ак-Ордо ж/м, Беш-Таш",140 000,12 149 200
3,54.8,"Бишкек, с. Кок-Джар, Карагул Акмат",300 000,26 034 000
7,173.8,"Бишкек, Джальская больница, 119",300 000,26 034 000
7,150,"Ош, 72, 14",110 000,9 545 800
7,64,"Бишкек, с. Аламудун, Суворова, 5",180 000,15 620 400
7,300,"Бишкек, Советская - БЧК",410 000,35 579 800
8,120,"Бишкек, Чуй - Алматинка, Абдумомунова, 125б",200 000,17 356 000
5,70,"с. Военно-Антоновка, Западная, 9",88 800,7 706 064
6,1,"дп ""Строитель"", 69",75 000,6 508 500
6,235,"с. Беш-Кунгей, толомуш ата, 4",190 000,16 488 200
5,80,с. Ак-Суу (Теплоключенка),68 000,5 901 040
3,100,"Бишкек, Ак-Ордо ж/м, Торугарт, 48",75 000,6 508 500
5,60,"Бишкек, Рабочий Городок",165 000,14 318 700
1,35,"Бишкек, Махатма Ганди - БЧК",30 000,2 603 400
3,65,"Бишкек, Матросова",200 000,17 356 000
7,217,"Бишкек, Ак-Ордо ж/м",200 000,17 356 000
5,140,"Бишкек, Колмо ж/м",170 000,14 752 600
5,39,"Бишкек, Рабочий Городок",31 000,2 690 180
5,116,"с. Чок-Тал, 8/2",140 000,12 149 200
7,300,с. Григорьевская пристань,190 000,16 488 200
5,143,"Бишкек, Киргизия 1 ж/м, Кожомкулова",680 000,59 010 400
6,130,"Бишкек, Пишпек ж/м",350 000,30 373 000
5,9000,"Бишкек, с. Орто-Сай",400 000,34 712 000
3,50,"Бишкек, Кызыл-Аскер ж/м",39 800,3 453 844
