Количество комнат,Площадь (м²),Адрес,Цена ($),Цена (сом)
5,80.0,с. Ленинское,160000,13884800
3,104.0,"с. Байтик, с.Байтик",100000,8678000
7,389.0,"Бишкек, Арча-Бешик ж/м",510000,44257800
7,450.0,"Бишкек, Арча-Бешик ж/м",470000,40786600
7,542.0,"Бишкек, Пишпек ж/м",360000,31240800
7,400.0,с. им. Фрунзе,139000,12062420
3,55.0,"с. Кара-Ой, ЦО Радуга",81000,7029180
7,250.0,"Бишкек, Ынтымак ж/м",319999,27769513
5,100.0,"Бишкек, с. Аламудун",140000,12149200
7,284.0,"Бишкек, с. Новопавловка, 84",220000,19091600
7,275.0,"Бишкек, КНУ, Коенкозова",550000,47729000
5,120.0,"Бишкек, Учкун ж/м, 23",149000,12930220
3,100.0,"Бишкек, Ак-Орго ж/м, Барпы Алыкулова",220000,19091600
5,94.0,"Бишкек, Ак-Ордо ж/м",89000,7723420
7,400.0,"Бишкек, Кара Дарыя, Белорусская",395000,34278100
5,75.0,"с. Кутургу, 147",100000,8678000
3,150.0,"Бишкек, Арча-Бешик ж/м",230000,19959400
5,75.0,"Бишкек, Физкультурный, Жукеева-Пудовкина",85000,7376300
7,372.0,с. Байтик,855600,74248968
7,230.0,"Бишкек, Арча-Бешик ж/м, Арча Бешик",370000,32108600
7,190.0,"Бишкек, Арча-Бешик ж/м",157000,13624460
6,270.0,"Бишкек, 4 м-н",310000,26901800
6,500.0,"Бишкек, Матросова",760000,65952800
7,270.0,"с. Беш-Кунгей, Беш кунгой",238000,20653640
7,127.0,Беловодское,84000,7289520
6,120.0,"Бишкек, Рухий Мурас ж/м",165000,14318700
7,210.0,"Бишкек, Оскон-Ордо ж/м",85000,7376300
5,168.0,"Бишкек, Ак-Ордо ж/м",146000,12669880
7,210.0,"Бишкек, Ала-Тоо м-н, Терек-Сай, 58",120000,10413600
6,160.0,"Бишкек, ЖД вокзал",155000,13450900
7,150.0,"Бишкек, Ак-Босого ж/м",87000,7549860
7,499.0,с. Байтик,1147700,99597406
6,155.0,"Бишкек, Оскон-Ордо ж/м, 9",69500,6031210
6,250.0,"с. Байтик, село Байтик",198000,17182440
3,76.0,"Орловка, М Горького",48000,4165440
7,250.0,"Бишкек, Кок-Жар ж/м, Тон, 38",195000,16922100
5,120.0,"Бишкек, Лебединовка",156000,13537680
5,74.0,"Бишкек, с. Новопавловка, лавровых",60000,5206800
5,65.0,"Бишкек, Гоин",194000,16835320
5,80.0,с. Новопокровка,57000,4946460
6,84.0,"Бишкек, Лебединовка, проспект Победы, 24",280000,24298400
3,45.0,"Бишкек, Матросова, Суванбердиева, 90",110000,9545800
6,140.0,"Бишкек, Арча-Бешик ж/м, 17, 72",150000,13017000
3,156.0,"Бишкек, Рухий Мурас ж/м",122000,10587160
3,125.0,с. Чок-Тал,240000,20827200
3,80.0,с. Луговое,75000,6508500
7,480.0,"Бишкек, Ак-Ордо 3 ж/м, Ак ордо 3 Ак-кеме 64",155000,13450900
5,72.0,"Бишкек, с. Кок-Джар, 104",180000,15620400
5,100.0,с. Кара Джыгач,152000,13190560
6,200.0,с. Кой-Таш,175000,15186500
5,74.0,"Бишкек, Нижний Токольдош",98000,8504440
5,69.0,"Бишкек, Боталиева - Тулебердиева, боталиева, 198",88500,7680030
5,95.0,"Бишкек, Ак-Ордо ж/м",169500,14709210
2,50.0,"Бишкек, Восток-5 м-н",76500,6638670
5,100.0,"Бишкек, Ак-Ордо ж/м",107000,9285460
7,280.0,"Бишкек, Кок-Жар ж/м",247000,21434660
7,200.0,"Бишкек, Алтын-Ордо ж/м",260000,22562800
7,280.0,"Бишкек, Полицейский городок м-н",230000,19959400
3,120.0,с. Беш-Кунгей,310000,26901800
5,130.0,"Бишкек, Восточный автовокзал",155000,13450900
7,265.0,"Бишкек, Ынтымак ж/м",380000,32976400
7,99.0,"Бишкек, Чуй - Алматинка, 172",130000,11281400
7,450.0,"Бишкек, Карла Маркса",650000,56407000
7,450.0,"Бишкек, Карла Маркса",490000,42522200
7,260.0,"Бишкек, Арча-Бешик ж/м",260000,22562800
5,160.0,"Бишкек, Арча-Бешик ж/м",350000,30373000
6,220.0,"Бишкек, Ынтымак ж/м",340000,29505200
5,166.0,"Бишкек, Айкол",170000,14752600
7,189.0,"Бишкек, Ак-Ордо ж/м",162000,14058360
5,52.0,"Бишкек, Старый толчок",40332,3500000
5,220.0,"Бишкек, Киргизия 1 ж/м, Самойленко, 70",460000,39918800
5,78.0,"с. Ленинское, 102",110000,9545800
5,84.0,"Бишкек, Арча-Бешик ж/м",105000,9111900
7,374.0,"Бишкек, Западный автовокзал, Ала-арчинская",445000,38617100
3,120.0,"Бишкек, Киргизия 1 ж/м, Кожомкулова, 51",185000,16054300
3,57.0,"Бишкек, Кара Дарыя, Шукурова",230000,19959400
6,187.0,с. Булан-Соготту,275000,23864500
2,79.0,с. Каджи-Сай,69000,5987820
7,300.0,"Бишкек, с. Кок-Джар",435000,37749300
3,50.0,"Бишкек, Арча-Бешик ж/м",90000,7810200
5,100.0,"Бишкек, Арча-Бешик ж/м",250000,21695000
7,117.0,"Бишкек, с. Селекционное",200000,17356000
5,220.0,"Бишкек, Арча-Бешик ж/м",280000,24298400
3,97.0,"Бишкек, Пишпек ж/м, тойгонбаева, 48",105000,9111900
7,265.0,"Бишкек, Кок-Жар ж/м",290000,25166200
6,154.0,"Бишкек, ж/м Ала-Арча 2",185000,16054300
7,294.0,"Бишкек, Гагарина, Купянская",230000,19959400
7,225.0,"Бишкек, Ак-Орго ж/м",225000,19525500
6,275.0,"Бишкек, с. Орто-Сай",370000,32108600
5,140.0,"Бишкек, с. Новопавловка, Мира",145000,12583100
5,230.0,"Бишкек, Кок-Жар ж/м, Молдокулова",140000,12149200
2,45.0,"Бишкек, Тунгуч 44, Манас, 70",115000,9979700
3,53.0,"Бишкек, Лебединовка, Ивана Мичурина",88000,7636640
7,320.43,"с. Беш-Кунгей, Суракматова",520000,45125600
6,235.0,"Бишкек, с. Кок-Джар, Куюкова",196000,17008880
5,311.0,"Бишкек, Ала-Арча ж/м, Цветочная",720000,62481600
6,420.0,"Бишкек, Ала-Арча ж/м, 17",1200000,104136000
5,300.0,"Бишкек, Ала-Арча ж/м, балыкумара, 14",800000,69424000
6,360.0,"Бишкек, Магистраль",600000,52068000
7,241.0,село Ленинское,220000,19091600
5,127.0,"Бишкек, Кызыл-Аскер ж/м",75000,6508500
7,1120.0,с. Комсомольское,275000,23864500
5,64.0,с. Кой-Таш,145000,12583100
7,430.0,"Бишкек, Арча-Бешик ж/м",468000,40613040
6,131.0,"Бишкек, Аламединский рынок",350000,30373000
7,180.0,"Бишкек, Арча-Бешик ж/м",283000,24558740
5,200.0,с. Кой-Таш,240000,20827200
3,84.0,с. Кара-Ой,97500,8461050
6,110.0,"Бишкек, с. Новопавловка",115000,9979700
3,75.0,"Бишкек, с. Маевка",75000,6508500
3,76.0,"с. Бостери, Diamond Resort",78000,6768840
5,168.0,"Бишкек, Оскон-Ордо ж/м",77000,6682060
7,205.0,"Бишкек, Ак-Ордо ж/м, Байтумар, 57 а",152000,13190560
5,110.0,"Бишкек, Ак-Ордо 3 ж/м, АК кула",65000,5640700
6,130.0,"Бишкек, с. Новопавловка, Маматемин Ата, 11",120000,10413600
5,71.0,"Бишкек, Кара Дарыя, Койташский переулок, 56",200000,17356000
7,144.0,"Кемин, Восточная, 36",70000,6074600
7,260.0,"Бишкек, Колмо ж/м, 81",300000,26034000
7,360.0,"Бишкек, Алматинка - Магистраль, Саякбая Каралаева",350000,30373000
7,352.0,"Бишкек, Орозбекова - Жибек-Жолу, Ж.Жолу, 5",400000,34712000
5,224.0,"Бишкек, Лебединовка, Кольбаева",165000,14318700
7,350.0,с. Байтик,805000,69857900
6,200.0,"Бишкек, Мед. академия, Джантошова",480000,41654400
6,49.0,"с. Таш-Добо, Максима Горького",120000,10413600
6,200.0,"Бишкек, Ак-Ордо ж/м, Каркыра",185000,16054300
3,100.0,"Бишкек, с. Маевка, Набережная",51000,4425780
7,350.0,"Бишкек, Магистраль",750000,65085000
7,249.0,"Бишкек, Арча-Бешик ж/м, Чон-Арык",590000,51200200
5,87.0,"с. Таш-Добо, Кыдыралиева, 63",155000,13450900
7,174.0,"Бишкек, с. Чон-Арык, Кожобергенова",215000,18657700
6,140.0,с. Ленинское,155000,13450900
5,100.0,"Бишкек, Арча-Бешик ж/м, Куйукова",248000,21521440
5,222.0,"Бишкек, с. Кок-Джар",305000,26467900
2,50.0,"с. Дачное, 40 лет Победы",55000,4772900
3,100.0,"Бишкек, Арча-Бешик ж/м, 17-я",145000,12583100
7,140.0,"Бишкек, Арча-Бешик ж/м, 17-я",150000,13017000
3,125.0,"Бишкек, с. Новопавловка, Ала-Арчинская",78000,6768840
6,150.0,"Бишкек, с. Садовое, ГЭС-3",90000,7810200
6,115.0,"Бишкек, Боталиева - Тулебердиева",155000,13450900
3,45.0,с. Ак-Джол,62000,5380360
3,35.0,с. Ак-Джол,105000,9111900
6,140.0,"Бишкек, Арча-Бешик ж/м",295000,25600100
6,100.0,"Бишкек, с. Орто-Сай, балык кумар",255000,22128900
7,250.0,"Бишкек, с. Орто-Сай, иманалиева",410000,35579800
6,235.0,"Бишкек, Арча-Бешик ж/м",315000,27335700
6,100.0,"Бишкек, Московская - Белинка, Керимбекова",239999,20827113
7,183.0,"Бишкек, Горького - Панфилова",280000,24298400
5,110.0,"Бишкек, Ак-Ордо ж/м",105000,9111900
6,125.0,"Бишкек, Ак-Орго ж/м",90000,7810200
5,90.0,"Бишкек, Политех, Сухомлинова, 34",220000,19091600
7,790.0,"Бишкек, Киргизия 1 ж/м",870000,75498600
3,74.0,"Бишкек, Ала-Тоо 3 ж-м",135000,11715300
7,360.0,"Бишкек, Карла Маркса",520000,45125600
6,300.0,"Бишкек, 4 м-н",950000,82441000
5,120.0,"Ат-Баши, Мухтар омуракунов",250000,21695000
7,140.0,"Бишкек, Красный Строитель ж/м, Зеравшанский переулок, 20",85000,7376300
7,240.0,"Бишкек, с.Байтик, городок Хикмет",110000,9545800
3,55.0,"Кара-Балта, комсомольская, 17",40000,3471200
5,170.0,с. Кашка-Суу,350000,30373000
3,60.0,"Бишкек, Орозбекова - Жибек-Жолу, Жибек-Жолу, 441",160000,13884800
5,150.0,"Бишкек, Арча-Бешик ж/м",250000,21695000
5,115.0,с. Беш-Кунгей,184000,15967520
7,150.0,"с. Шалта (Гавриловский аильный округ), Боромбай",53000,4599340
6,220.0,с. Беш-Кунгей,250000,21695000
6,154.0,"Бишкек, Гагарина, Купянская, 32/2",240000,20827200
7,170.0,"Бишкек, Ак-Ордо ж/м, Семиз-Бел, 20",140000,12149200
7,200.0,"Бишкек, Арча-Бешик ж/м, Куюкова",335000,29071300
2,35.0,"Бишкек, Кара-Жыгач ж/м, Тенир-Тоо, 28a",70000,6074600
7,250.0,"Бишкек, ж/м Биримдик Кут, 179",100000,8678000
5,270.0,"Бишкек, Ден Сяопина - Фучика, Азовская",250000,21695000
7,203.0,"Бишкек, Ак-Орго ж/м, Алтын Казык",250000,21695000
6,297.0,"Бишкек, с. Кок-Джар, Кийизбаева",160000,13884800
6,180.0,"Бишкек, Учкун ж/м, Учкун 8-я",210000,18223800
7,450.0,"Бишкек, с. Кок-Джар, Конур Осмон",630000,54671400
6,80.0,"Бишкек, ТЭЦ, Хивинская",470000,40786600
7,401.4,"Бишкек, КНУ, Интернациональный пер.",400000,34712000
3,71.4,"Бишкек, Ала-Тоо м-н, Кара-Шоро",150000,13017000
3,80.0,"Бишкек, СК. Тоо-Жели, Таштар-Ата",150000,13017000
5,140.0,"Бишкек, с. Кок-Джар, Куланова",215000,18657700
7,191.0,"Бишкек, Ак-Ордо ж/м",145000,12583100
7,250.0,"Бишкек, Арча-Бешик ж/м",320000,27769600
7,463.0,"Бишкек, Алматинка - Магистраль, аруун",230000,19959400
7,220.0,"Бишкек, Ак-Ордо 3 ж/м",95000,8244100
6,320.0,"Бишкек, Баха",470000,40786600
7,252.0,"Бишкек, Махатма Ганди - БЧК",230000,19959400
7,104.35,"Бишкек, Ак-Босого ж/м",111000,9632580
5,236.0,"Бишкек, Арча-Бешик ж/м",240000,20827200
7,315.0,"с. Бостери, Кожомбердиева",148000,12843440
7,390.0,"Бишкек, Кара Дарыя",350000,30373000
5,120.0,"Бишкек, Учкун ж/м, Уч тулга, 39",145000,12583100
1,40.0,"Бишкек, Лебединовка, жил массив Айкол, кошой 14",48000,4165440
8,240.0,"Бишкек, Таатан, целиноградская, 50",108000,9372240
5,70.0,"Бишкек, Киргизия 1 ж/м, 54",250000,21695000
7,250.0,"Бишкек, с. Аламудун, Алма-Атинская, 62",270000,23430600
7,100.0,"с. Таш-Добо, Горького",99000,8591220
7,370.0,"Бишкек, Кара Дарыя, Пер. Чатыркульский, 8",420000,36447600
7,200.0,"Бишкек, Арча-Бешик ж/м",335000,29071300
2,137.0,"Бишкек, Балбан-Таймаш ж/м",94000,8157320
6,150.0,"Бишкек, Кок-Жар ж/м",185000,16054300
6,170.0,"Бишкек, Матросова, Ахунбаева",340000,29505200
6,220.0,"Бишкек, Арча-Бешик ж/м",275000,23864500
6,195.0,"Бишкек, Матросова",320000,27769600
3,83.0,"Бишкек, Советская - БЧК, суусвмырский переулок",107000,9285460
5,100.0,"Бишкек, с. Кок-Джар",305000,26467900
5,200.0,"Бишкек, с. Селекционное",155000,13450900
5,66.6,"Бишкек, Туберкулезная больница, Новосельская",106000,9198680
5,117.36,"Бишкек, Ак-Босого ж/м, Берекет",100000,8678000
6,127.0,"Бишкек, КНУ, Ташкентская",320000,27769600
5,121.0,"с. Ленинское, Комунарская, 131",96000,8330880
2,38.2,"Бишкек, Кара Дарыя",140000,12149200
5,100.0,"Бишкек, Старый толчок, Витебская/Т. Молдо",117000,10153260
6,70.0,"Бишкек, Западный автовокзал, жибек жолу",77000,6682060
7,174.0,"Бишкек, Джальская больница, острровского, 119",300000,26034000
7,260.0,с. Беш-Кунгей,169000,14665820
6,150.0,"Бишкек, с. Новопавловка",205000,17789900
5,101.0,"Бишкек, ТЭЦ, Разина, Воронежская 42",140000,12149200
6,90.0,"Бишкек, СК. Тоо-Жели, Малиновая, 6",155000,13450900
7,90.0,"Бишкек, Касым ж/м, Ул. Профсоюзная, 120",230000,19959400
5,100.0,"с. Кашка-Суу, Гидротехник",200000,17356000
7,220.0,"Бишкек, ж/м Биримдик Кут",155000,13450900
7,250.0,"Бишкек, Ала-Тоо м-н",135000,11715300
5,80.0,"Бишкек, Горького - Панфилова, Панфилова",180000,15620400
6,220.0,"с. Байтик, Центральная",130000,11281400
7,250.0,"Бишкек, Ак-Орго ж/м, Омур",202000,17529560
5,95.0,с. Кой-Таш,115000,9979700
5,130.0,"Бишкек, Гагарина, Драгобыческий переулок, 19а",210000,18223800
6,200.0,"Бишкек, Горького - Панфилова",300000,26034000
5,118.0,с. Таш-Мойнок,145000,12583100
5,270.0,"Бишкек, 4 м-н, Каралаева, 32",285000,24732300
5,90.0,"Кара-Балта, ленина, 55",120000,10413600
5,104.0,"Бишкек, Тенир-Тоо м-н, Эркеев Марс",170000,14752600
7,280.0,"Бишкек, Арча-Бешик ж/м, Чортекова",270000,23430600
5,150.0,"Бишкек, Арча-Бешик ж/м",161500,14014970
7,380.0,"Бишкек, Тоголок-Молдо - БЧК",395000,34278100
5,150.0,"Бишкек, Кок-Жар ж/м, Кулмурзева",185000,16054300
7,240.0,"Бишкек, Ак-Орго ж/м",250000,21695000
5,150.0,"Бишкек, Арча-Бешик ж/м, Садыбакасова",191000,16574980
6,288.0,"Бишкек, Ак-Орго ж/м",238000,20653640
7,280.0,"Бишкек, Ак-Орго ж/м",218000,18918040
6,200.0,"Бишкек, с. Кок-Джар, куюкова",220000,19091600
7,280.0,"с. Беш-Кунгей, Айдарбеков Токон",600000,52068000
5,290.0,"Бишкек, Арча-Бешик ж/м, Кара-Коо",348000,30199440
5,250.0,"Бишкек, Арча-Бешик ж/м, Кара-Коо",200000,17356000
6,200.0,"Бишкек, Киргизия 1 ж/м",490000,42522200
7,258.82,"Бишкек, с. Кок-Джар, Мадиева",320000,27769600
6,240.0,"Бишкек, Токольдош ж/м, Льва Толстого, 24/1",320000,27769600
7,380.0,"Бишкек, с. Кок-Джар, Тулеева",480000,41654400
5,123.0,"с. Заречное, Ала-Арчинская",130000,11281400
7,170.0,"Бишкек, с. Новопавловка, Мира",145000,12583100
3,75.0,"Бишкек, с. Кок-Джар, Тулеева",277000,24038060
3,70.0,с. Маловодное (Сокулукский р-н),45000,3905100
5,67.5,"Бишкек, Советская - Щербакова",69000,5987820
7,526.0,"Бишкек, Матросова",570000,49464600
7,450.0,с. Таш-Мойнок,1500000,130170000
7,160.0,"Бишкек, Кара-Жыгач ж/м, Достоевского, 17",128000,11107840
2,50.0,"Бишкек, с. Новопавловка",48000,4165440
7,100.0,"Бишкек, Ден Сяопина - Фучика",135000,11715300
5,150.0,"Бишкек, с. Орто-Сай",210000,18223800
5,220.0,"Бишкек, Горького - Панфилова",280000,24298400
3,50.0,"с. Комсомольское, Тупиковая",65000,5640700
5,180.0,"Бишкек, Токольдош ж/м, Армейская",58000,5033240
5,140.0,"Бишкек, Ак-Орго ж/м",140000,12149200
3,85.0,"Бишкек, Аска-Таш ж/м",120000,10413600
7,300.0,"Бишкек, Горького - Панфилова, шоорукова, 19а",260000,22562800
6,70.0,"Бишкек, Красный Строитель ж/м, Набережная, 43",65000,5640700
7,165.0,"Бишкек, Кок-Жар ж/м",185000,16054300
3,52.36,"Кемин, ул.К.Кожомкулова, 47",30000,2603400
3,75.0,"с. Военно-Антоновка, 103",180000,15620400
7,250.0,"Бишкек, Рабочий Городок",270000,23430600
6,100.0,"с. Военно-Антоновка, Комсомольский, 45",55000,4772900
6,204.0,"с. Новопокровка, Советская, 185",180000,15620400
5,70.0,"Бишкек, Аламединский рынок, Мусы джалиля, 251",240000,20827200
2,60.0,"Бишкек, Ден Сяопина - Фучика",87000,7549860
5,250.0,"Бишкек, Пишпек ж/м",280000,24298400
3,112.0,"Бишкек, Баха, ул Копуро-базар",280000,24298400
5,80.0,"Бишкек, Манаса-Кудрука, Кудрука, 47/2",100000,8678000
6,42.3,"Бишкек, Лебединовка, 55",200000,17338000
3,145.0,"Бишкек, Арча-Бешик ж/м, Абдрахманова 1, 61а",235000,20393300
3,90.0,"с. Киргшёлк, ул Верхняя",53000,4599340
7,150.0,"Бишкек, Учкун ж/м, Ауэзова",135900,11793402
7,230.0,"Бишкек, Арча-Бешик ж/м",280000,24298400
7,220.0,"Бишкек, Арча-Бешик ж/м",270000,23430600
7,420.0,"Бишкек, Гоин",1500000,130170000
5,220.0,"Бишкек, Арча-Бешик ж/м",330000,28637400
5,60.0,"Бишкек, Курганская, 42а",115000,9979700
5,110.0,Сокулук,200000,17356000
7,156.0,"Бишкек, ж/м Биримдик Кут",145000,12583100
7,220.0,"Бишкек, Горького - Панфилова, ул. Абая",390000,33844200
6,157.0,"Бишкек, Ала-Тоо м-н, 64",200000,17356000
7,550.0,"Бишкек, Ала-Арча ж/м",1300000,112814000
2,46.0,"Бишкек, Учкун ж/м",155000,13450900
7,240.0,"Бишкек, Арча-Бешик ж/м, Ахунбаева",320000,27769600
7,240.0,"Бишкек, Кок-Жар ж/м",350000,30373000
7,300.0,"Бишкек, Алтын-Ордо ж/м, 6-улица",420000,36447600
5,72.9,"Бишкек, Тоголок-Молдо - БЧК, Исанова",135000,11715300
7,265.0,"Бишкек, Ынтымак ж/м",380000,32976400
7,230.0,"Бишкек, Карла Маркса",465000,40352700
5,90.0,"Бишкек, Гагарина, Купянская, 35",89000,7723420
6,200.0,"Бишкек, Ак-Ордо ж/м",159000,13798020
7,150.0,"Бишкек, 69-га",95000,8244100
5,120.0,"Бишкек, Арча-Бешик ж/м",170000,14752600
7,277.56,"с. Беш-Кунгей, Масадык",310000,26901800
7,504.0,"Бишкек, Арча-Бешик ж/м, Иманкулова",1200000,104136000
6,100.0,"Бишкек, Арча-Бешик ж/м",180000,15620400
5,51.9,"Бишкек, Гагарина, Мозырский пер.",130000,11281400
5,104.1,"Бишкек, Баха, Валдайская",100000,8678000
7,248.0,"Чолпон-Ата, Айтматова",850000,73763000
7,103.4,"Бишкек, Учкун-2 ж/м, Мадиева",190000,16488200
7,261.0,"Бишкек, с. Кок-Джар, Ачекей",303000,26294340
5,36.0,"Бишкек, Кызыл-Аскер ж/м, Джамгырчинова, 87а",40000,3471200
7,300.0,с. Кутургу,400000,34712000
7,300.0,"Бишкек, Кок-Жар ж/м, Куйручук 89, 89",195000,16922100
7,260.0,"с. Таш-Мойнок, Мечуренц, 41/1",215000,18657700
3,81.0,с. Сары-Ой,240000,20827200
7,700.0,"Бишкек, Ден Сяопина - Фучика, Жибек жолу, 484",300000,26034000
5,120.0,"Бишкек, Карагачевая роща",75000,6508500
7,120.0,"с. Новониколаевка, Кирова, 56",70000,6074600
5,220.0,"Бишкек, Ак-Ордо ж/м, Тенир тоо, 334",175000,15186500
3,83.0,"Бишкек, Советская - БЧК, Суусамырский пер.",107000,9285460
7,400.0,"с. Новопокровка, Ленина",405000,35145900
7,750.0,"Бишкек, Магистраль, Токтоналиева",1550000,134509000
7,427.0,"Бишкек, ж/м Биримдик Кут, ​Биримдик Кут 6-я",110000,9545800
3,120.0,"Бишкек, Учкун ж/м, Шабдан Баатыра пр-т",100000,8678000
3,140.0,"с. Арашан, Молдобек уулу Асанбека",340000,29505200
7,230.0,"Бишкек, Кок-Жар ж/м, Жени-Жок",255000,22128900
6,49.98,"с. Таш-Добо, Горького",120000,10413600
6,110.0,"Бишкек, Бакай-Ата ж/м, Нооруз",75000,6508500
6,150.0,"Бишкек, Ак-Ордо ж/м, Беш-Таш",140000,12149200
3,54.8,"Бишкек, с. Кок-Джар, Карагул Акмат",300000,26034000
7,173.8,"Бишкек, Джальская больница, 119",300000,26034000
7,150.0,"Ош, 72, 14",110000,9545800
7,64.0,"Бишкек, с. Аламудун, Суворова, 5",180000,15620400
7,300.0,"Бишкек, Советская - БЧК",410000,35579800
8,120.0,"Бишкек, Чуй - Алматинка, Абдумомунова, 125б",200000,17356000
5,70.0,"с. Военно-Антоновка, Западная, 9",88800,7706064
6,1.0,"дп ""Строитель"", 69",75000,6508500
6,235.0,"с. Беш-Кунгей, толомуш ата, 4",190000,16488200
5,80.0,с. Ак-Суу (Теплоключенка),68000,5901040
3,100.0,"Бишкек, Ак-Ордо ж/м, Торугарт, 48",75000,6508500
5,60.0,"Бишкек, Рабочий Городок",165000,14318700
1,35.0,"Бишкек, Махатма Ганди - БЧК",30000,2603400
3,65.0,"Бишкек, Матросова",200000,17356000
7,217.0,"Бишкек, Ак-Ордо ж/м",200000,17356000
5,140.0,"Бишкек, Колмо ж/м",170000,14752600
5,39.0,"Бишкек, Рабочий Городок",31000,2690180
5,116.0,"с. Чок-Тал, 8/2",140000,12149200
7,300.0,с. Григорьевская пристань,190000,16488200
5,143.0,"Бишкек, Киргизия 1 ж/м, Кожомкулова",680000,59010400
6,130.0,"Бишкек, Пишпек ж/м",350000,30373000
5,9000.0,"Бишкек, с. Орто-Сай",400000,34712000
3,50.0,"Бишкек, Кызыл-Аскер ж/м",39800,3453844
3,100.0,"Бишкек, Советская - Щербакова, Советская",180000,15620400
3,70.0,"Бишкек, с. Чон-Арык",250000,21695000
7,390.0,"Бишкек, Политех, Политехническая, 9",359000,31154020
7,235.0,"Бишкек, Орозбекова - Жибек-Жолу, Ж.Жолу",350000,30373000
7,230.0,"Бишкек, Арча-Бешик ж/м, Мину куш",270000,23430600
7,160.0,"Бишкек, Ак-Ордо ж/м",122000,10587160
5,60.0,"с. Новопокровка, по трассе - село Новопокровка, ул.Ленина (продолжение проспекта Жибек Жолу)",190000,16488200
7,300.0,"Бишкек, с. Кок-Джар, Кыдыкеева, 63",360000,31240800
6,75.0,с. Манас,69500,6031210
7,200.0,"Бишкек, Ынтымак ж/м",270000,23430600
6,167.0,"Бишкек, Оскон-Ордо ж/м",155000,13450900
6,120.0,"Бишкек, Бакай-Ата ж/м",128000,11107840
3,100.0,с. Кара-Ой,180000,15620400
2,66.0,"Бишкек, Джальская больница",250000,21695000
5,60.0,"Бишкек, Тоголок-Молдо - БЧК, Курганская",135000,11715300
6,166.0,"с. Булан-Соготту, Комсомол",270000,23430600
6,93.0,"Бишкек, Западный автовокзал",99000,8591220
5,86.0,с. Сары-Ой,90000,7810200
7,250.0,"Бишкек, Манаса-Кудрука, Баялинова",450000,39051000
7,158.0,"Бишкек, БГУ",170000,14752600
2,30.0,"Бишкек, Ак-Орго ж/м",75000,6508500
5,190.0,"Бишкек, с. Кок-Джар, Тулеева",225000,19525500
7,200.0,"Бишкек, Ак-Орго ж/м",200000,17356000
5,105.0,"Бишкек, Джальская больница, Краснофлотский, 3",220000,19091600
6,1.01,"Бишкек, Ак-Орго ж/м",145000,12583100
7,160.0,"Бишкек, Старый толчок",162000,14058360
6,135.0,"Бишкек, с. Чон-Арык, Шушенский переул",145000,12583100
7,200.0,"Бишкек, Арча-Бешик ж/м, кызыл адыр",260000,22562800
3,57.0,"Бишкек, Кара Дарыя, Белорусская",250000,21695000
5,125.0,"Бишкек, Полицейский городок м-н",240000,20827200
7,150.0,"Бишкек, Рухий Мурас ж/м, проектирумая, 3492",170000,14752600
7,170.0,"Бишкек, Арча-Бешик ж/м, Эр-Тайлак / Актан",176000,15273280
2,40.0,с. Байтик,100000,8678000
7,270.0,"Бишкек, Арча-Бешик ж/м, Abdrakhmanova",385000,33410300
7,1000.0,"Бишкек, Чуй - Алматинка, Саратовская",1200000,104136000
5,80.0,Бишкек,180000,15620400
6,195.0,"Бишкек, Ак-Ордо ж/м",146000,12669880
7,300.0,"Бишкек, Ак-Орго ж/м",87000,7549860
6,270.0,"Бишкек, 4 м-н",295000,25600100
6,100.0,с. Военно-Антоновка,55000,4772900
5,140.0,"Бишкек, Ак-Орго ж/м",150000,13017000
2,40.0,"Бишкек, Тоголок-Молдо - БЧК",48000,4165440
5,100.0,"Бишкек, с. Аламудун",140000,12149200
2,30.0,"Бишкек, с. Нижняя Ала-Арча",35800,3106724
7,180.0,"Бишкек, Лебединовка, Северная",263000,22823140
7,190.7,"Бишкек, Пишпек ж/м, Термечикова",225000,19525500
6,110.0,"Бишкек, Пишпек ж/м, Маликова",260000,22562800
5,170.0,"Бишкек, Бакай-Ата ж/м",145000,12583100
7,150.0,"Бишкек, Токольдош ж/м, Менделеева, 157",195000,16922100
3,112.62,с. Арашан,90000,7810200
5,110.0,"Кант, МПС, 10",120000,10413600
6,100.0,"Чолпон-Ата, Ленина, 50",71000,6161380
6,125.0,"Джалал-Абад, Салахова, 10",130000,11281400
5,80.0,"Бишкек, с. Маевка",70000,6074600
7,350.0,с. Сары-Ой,399999,34711913
6,136.0,"Бишкек, Рабочий Городок, Партизанский 38, 38",160000,13884800
5,90.0,с. Чок-Тал,135000,11715300
7,310.0,"Бишкек, Киргизия 1 ж/м, Кожомкулова, 36",650000,56407000
6,90.0,с. Военно-Антоновка,63000,5467140
7,360.0,"Бишкек, с. Кок-Джар",430000,37315400
7,165.0,"Бишкек, Арча-Бешик ж/м, Арча-Бешик-21",220000,19091600
7,300.0,"Бишкек, Карла Маркса",475000,41220500
6,300.0,"Бишкек, Ала-Арча 3",389000,33757420
6,207.0,"Бишкек, Ак-Ордо ж/м, ак ордо 2",153000,13277340
6,630.0,"Бишкек, Ала-Арча ж/м, 3 линия",1250000,108475000
7,170.0,"Бишкек, Ак-Ордо 3 ж/м",83000,7202740
6,120.0,"Бишкек, с. Верхний Орок, Багорная, 50В",114500,9936310
7,214.0,"Бишкек, Арча-Бешик ж/м",110000,9545800
